Imports successful
Model Init Done.
Preprocessing Step Successful.
Initialization of train_data and val_data successful.
Training loop started:
[Epoch 0] train=0.168169 val_top1=0.265700 val_top5=0.671900 loss=136440.195282 time: 33.640886
[Epoch 1] train=0.302404 val_top1=0.308700 val_top5=0.713100 loss=111616.014862 time: 33.589624
[Epoch 2] train=0.380168 val_top1=0.319400 val_top5=0.705700 loss=98629.035095 time: 33.621216
[Epoch 3] train=0.431691 val_top1=0.390000 val_top5=0.797600 loss=89853.817963 time: 33.636507
[Epoch 4] train=0.477384 val_top1=0.455900 val_top5=0.847000 loss=82657.362610 time: 33.275740
[Epoch 5] train=0.509195 val_top1=0.526900 val_top5=0.874100 loss=77301.666199 time: 33.728532
[Epoch 6] train=0.533634 val_top1=0.504400 val_top5=0.861200 loss=73218.701553 time: 33.833469
[Epoch 7] train=0.559014 val_top1=0.549200 val_top5=0.886500 loss=69007.245483 time: 33.757774
[Epoch 8] train=0.576502 val_top1=0.568900 val_top5=0.899400 loss=65936.117378 time: 33.481206
[Epoch 9] train=0.595172 val_top1=0.546400 val_top5=0.887700 loss=63322.281693 time: 33.704760
[Epoch 10] train=0.607492 val_top1=0.559000 val_top5=0.900600 loss=60735.237938 time: 33.546833
[Epoch 11] train=0.623918 val_top1=0.574200 val_top5=0.896000 loss=58315.208427 time: 33.654061
[Epoch 12] train=0.634555 val_top1=0.566300 val_top5=0.899500 loss=56590.672424 time: 33.466366
[Epoch 13] train=0.645974 val_top1=0.608500 val_top5=0.917100 loss=54847.731056 time: 33.204406
[Epoch 14] train=0.655469 val_top1=0.605800 val_top5=0.910200 loss=53092.659676 time: 33.517368
[Epoch 15] train=0.666326 val_top1=0.611300 val_top5=0.911900 loss=51437.465187 time: 33.210680
[Epoch 16] train=0.674499 val_top1=0.625800 val_top5=0.922900 loss=50051.754738 time: 33.446266
[Epoch 17] train=0.683974 val_top1=0.625700 val_top5=0.918200 loss=48788.048973 time: 33.427039
[Epoch 18] train=0.691486 val_top1=0.631200 val_top5=0.922000 loss=47488.710358 time: 33.473889
[Epoch 19] train=0.698017 val_top1=0.646800 val_top5=0.926700 loss=46338.545074 time: 33.860315
[Epoch 20] train=0.706831 val_top1=0.663800 val_top5=0.933200 loss=45249.981522 time: 33.590260
[Epoch 21] train=0.713522 val_top1=0.649800 val_top5=0.929700 loss=43762.182800 time: 33.611850
[Epoch 22] train=0.719772 val_top1=0.648700 val_top5=0.928300 loss=43003.696693 time: 33.229165
[Epoch 23] train=0.727043 val_top1=0.661300 val_top5=0.938100 loss=41955.584831 time: 33.477429
[Epoch 24] train=0.733073 val_top1=0.658500 val_top5=0.927600 loss=40741.783920 time: 33.514382
[Epoch 25] train=0.737240 val_top1=0.672500 val_top5=0.935400 loss=40007.257919 time: 33.538754
[Epoch 26] train=0.744391 val_top1=0.665200 val_top5=0.937100 loss=39170.708763 time: 33.591514
[Epoch 27] train=0.751442 val_top1=0.685900 val_top5=0.944600 loss=38124.046745 time: 33.379853
[Epoch 28] train=0.756190 val_top1=0.670000 val_top5=0.933800 loss=37260.823570 time: 33.151815
[Epoch 29] train=0.759595 val_top1=0.677100 val_top5=0.933800 loss=36666.089626 time: 33.749374
[Epoch 30] train=0.804447 val_top1=0.730400 val_top5=0.954900 loss=30014.648441 time: 33.605083
[Epoch 31] train=0.817808 val_top1=0.729800 val_top5=0.954800 loss=27769.890625 time: 33.600350
[Epoch 32] train=0.823197 val_top1=0.732400 val_top5=0.956800 loss=27150.658981 time: 33.541150
[Epoch 33] train=0.824980 val_top1=0.729900 val_top5=0.955900 loss=26710.568756 time: 33.226080
[Epoch 34] train=0.827865 val_top1=0.733300 val_top5=0.955800 loss=26159.169994 time: 33.075261
[Epoch 35] train=0.828726 val_top1=0.732300 val_top5=0.956000 loss=26105.193424 time: 33.341376
[Epoch 36] train=0.834255 val_top1=0.732500 val_top5=0.954900 loss=25506.621132 time: 33.429386
[Epoch 37] train=0.834876 val_top1=0.733600 val_top5=0.954900 loss=25132.875298 time: 33.319271
[Epoch 38] train=0.836839 val_top1=0.735800 val_top5=0.956500 loss=24752.599152 time: 33.484135
[Epoch 39] train=0.837760 val_top1=0.735600 val_top5=0.955500 loss=24554.276463 time: 33.279216
[Epoch 40] train=0.841086 val_top1=0.734400 val_top5=0.955700 loss=24342.504475 time: 33.481701
[Epoch 41] train=0.839724 val_top1=0.734100 val_top5=0.955500 loss=24177.030510 time: 33.194729
[Epoch 42] train=0.842728 val_top1=0.731500 val_top5=0.956100 loss=23759.351631 time: 33.318948
[Epoch 43] train=0.845212 val_top1=0.733500 val_top5=0.956800 loss=23590.816856 time: 33.604136
[Epoch 44] train=0.843990 val_top1=0.735200 val_top5=0.957300 loss=23628.862659 time: 33.695359
[Epoch 45] train=0.847496 val_top1=0.735800 val_top5=0.953800 loss=23086.962561 time: 33.721162
[Epoch 46] train=0.846514 val_top1=0.736400 val_top5=0.954100 loss=23267.353207 time: 33.724062
[Epoch 47] train=0.851783 val_top1=0.733600 val_top5=0.957400 loss=22533.119484 time: 33.419467
[Epoch 48] train=0.850521 val_top1=0.733700 val_top5=0.955400 loss=22629.690025 time: 33.505199
[Epoch 49] train=0.851002 val_top1=0.735000 val_top5=0.956600 loss=22420.450203 time: 33.516216
[Epoch 50] train=0.851222 val_top1=0.735100 val_top5=0.956300 loss=22346.042385 time: 33.380322
[Epoch 51] train=0.854908 val_top1=0.734900 val_top5=0.955800 loss=22045.640228 time: 33.385517
[Epoch 52] train=0.855769 val_top1=0.734000 val_top5=0.955200 loss=21851.241251 time: 33.496021
[Epoch 53] train=0.856671 val_top1=0.734100 val_top5=0.954100 loss=21748.062620 time: 33.379081
[Epoch 54] train=0.858614 val_top1=0.734500 val_top5=0.955500 loss=21413.585541 time: 33.704244
[Epoch 55] train=0.860477 val_top1=0.737500 val_top5=0.956000 loss=21047.190186 time: 33.815331
[Epoch 56] train=0.861679 val_top1=0.737900 val_top5=0.955600 loss=20972.072399 time: 33.777122
[Epoch 57] train=0.859415 val_top1=0.733500 val_top5=0.955500 loss=20937.343742 time: 33.504997
[Epoch 58] train=0.861558 val_top1=0.737100 val_top5=0.955900 loss=21025.069929 time: 33.816158
[Epoch 59] train=0.862420 val_top1=0.734300 val_top5=0.954600 loss=20748.153864 time: 33.622546
[Epoch 60] train=0.866086 val_top1=0.736500 val_top5=0.955100 loss=19994.823694 time: 33.277857
[Epoch 61] train=0.868389 val_top1=0.736600 val_top5=0.955700 loss=19934.910397 time: 33.586486
